imdb_title_id,title,director
tt0060400,Fantomas contro Scotland Yard,André Hunebelle
tt0060401,Il faraone,Jerzy Kawalerowicz
tt0060405,Le fate,"""Mauro Bolognini, Mario Monicelli"""
tt0060408,Il principe di Donegal,Michael O'Herlihy
tt0060413,Finders Keepers,Sidney Hayers
tt0060414,Una splendida canaglia,Irvin Kershner
tt0060415,Fireball 500,William Asher
tt0060416,Un fiume di dollari,Carlo Lizzani
tt0060418,Flight to Fury,Monte Hellman
tt0060424,Non per soldi... ma per denaro,Billy Wilder
tt0060426,"""Alle 4 del mattino, due uomini... due donne""",Anthony Simmons
tt0060429,Frankie and Johnny,Frederick De Cordova
tt0060430,7 donne per una strage,"""Rudolf Zehetgruber, Gianfranco Parolini"""
tt0060434,I redivivi,Herbert J. Leder
tt0060437,Funerale a Berlino,Guy Hamilton
tt0060438,Dolci vizi al foro,Richard Lester
tt0060440,Kong - Uragano sulla metropoli,Ishirô Honda
tt0060445,Gambit - Grande furto al Semiramis,Ronald Neame
tt0060446,Attenzione! arrivano i mostri,"""Shigeo Tanaka, Noriaki Yuasa"""
tt0060449,Tiro a segno per uccidere,Manfred R. Köhler
tt0060450,Tre gendarmi a New York,Jean Girault
tt0060453,Georgy svegliati!,Silvio Narizzano
tt0060457,Il castello delle donne maledette,Don Weis
tt0060461,The System,Michael Winner
tt0060463,La mia spia di mezzanotte,Frank Tashlin
tt0060464,Il ritorno di Godzilla,Jun Fukuda
tt0060472,Grand Prix,John Frankenheimer
tt0060473,A Grande Cidade ou As Aventuras e Desventuras de Luzia e Seus 3 Amigos Chegados de Longe,Carlos Diegues
tt0060474,Tre uomini in fuga,Gérard Oury
tt0060475,Le grandi vacanze,Jean Girault
tt0060476,La rapina più scassata del secolo,"""Sidney Gilliat, Frank Launder"""
tt0060479,Il gruppo,Sidney Lumet
tt0060481,La guerra è finita,Alain Resnais
tt0060482,I daci,Sergiu Nicolaescu
tt0060483,Pistole roventi,Earl Bellamy
tt0060484,Sky West and Crooked,John Mills
tt0060486,Il demone in pieno giorno,Nagisa Ôshima
tt0060490,Detective's Story,Jack Smight
tt0060491,Hawaii,George Roy Hill
tt0060497,Heja Roland!,Bo Widerberg
tt0060507,Giorni freddi,András Kovács
tt0060508,Hikinige,Mikio Naruse
tt0060512,Hold On!,Arthur Lubin
tt0060515,L'homme à la Buick,Gilles Grangier
tt0060520,Hotel Paradiso,Peter Glenville
tt0060522,Come rubare un milione di dollari e vivere felici,William Wyler
tt0060525,Hurra for Andersens,Knut Andersen
tt0060529,Questa è la tua vita,Jan Troell
tt0060531,La 18ª spia,Walter Grauman
tt0060532,I Was Happy Here,Desmond Davis
tt0060533,La strada sbagliata,Daniel Petrie
tt0060537,Incident at Phantom Hill,Earl Bellamy
tt0060538,Incompreso (Vita col figlio),Luigi Comencini
tt0060543,Intimní osvetlení,Ivan Passer
tt0060544,Invasion,Alan Bridges
tt0060545,Io la conoscevo bene,Antonio Pietrangeli
tt0060548,S.O.S. i mostri uccidono ancora,Terence Fisher
tt0060549,Storia di Asja Kljacina che amò senza sposarsi,Andrey Konchalovskiy
tt0060558,Jesse James Meets Frankenstein's Daughter,William Beaudine
tt0060563,Johnny Oro,Sergio Corbucci
tt0060564,Johnny Reno,R.G. Springsteen
tt0060566,I ribelli di Carnaby Street,Michael Winner
tt0060568,Judith,Daniel Mann
tt0060574,I turbamenti del giovane Torless,Volker Schlöndorff
tt0060579,Kairyu daikessen,Tetsuya Yamanouchi
tt0060580,I mostri della città sommersa,Hajime Satô
tt0060581,La truffa che piaceva a Scotland Yard,Jack Smight
tt0060584,Una vergine da rubare,Leonid Gaidai
tt0060585,Carmen di Kawachi,Seijun Suzuki
tt0060586,Elegia della lotta,Seijun Suzuki
tt0060588,Khartoum,"""Basil Dearden, Eliot Elisofon"""
tt0060590,"""Kindar, l'invulnerabile""",Osvaldo Civirani
tt0060592,Se tutte le donne del mondo... (Operazione Paradiso),"""Henry Levin, Dino Maiuri"""
tt0060597,Kocár do Vídne,Karel Kachyna
tt0060600,Operazione 3 gatti gialli,"""Rudolf Zehetgruber, Gianfranco Parolini"""
tt0060608,Kriminal,Umberto Lenzi
tt0060609,Krybskytterne på Næsbygård,"""Ib Mossin, Alice O'Fredericks"""
tt0060612,Kárpáthy Zoltán,Zoltán Várkonyi
tt0060613,Weekend proibito,Mikko Niskanen
tt0060615,Il ladro della Gioconda,Michel Deville
tt0060616,La lama nel corpo,Elio Scardamaglia
tt0060618,Las Vegas Hillbillys,Arthur C. Pierce
tt0060619,Questi pazzi agenti segreti!,Norman Abbott
tt0060623,Lekarstwo na milosc,Jan Batory
tt0060626,Gioco mortale,William Castle
tt0060630,La linea di demarcazione,Claude Chabrol
tt0060635,Dragon Inn,King Hu
tt0060636,Lord Love a Duck,George Axelrod
tt0060637,Né onore né gloria,Mark Robson
tt0060640,Il comandante Robin Crusoe,Byron Paul
tt0060641,I lunghi giorni della vendetta (Faccia d'angelo),Florestano Vancini
tt0060646,La ragazza made in Paris,Boris Sagal
tt0060647,Una storia americana,Jean-Luc Godard
tt0060648,E il diavolo ha riso,Tony Richardson
tt0060652,Egy magyar nábob,Zoltán Várkonyi
tt0060654,Il caso difficile del Commissario Maigret,Alfred Weidenmann
tt0060655,Maigret à Pigalle,Mario Landi
tt0060659,Mamta,Asit Sen
tt0060660,La pelle brucia,Leo Penn
tt0060661,Un uomo chiamato Flintstone,"""Joseph Barbera, William Hanna"""
tt0060662,M 5 codice diamanti,"""Ronald Neame, Cliff Owen"""
tt0060664,L'uomo che ride,Sergio Corbucci
tt0060665,Un uomo per tutte le stagioni,Fred Zinnemann
tt0060666,Manos: The Hands of Fate,Harold P. Warren
tt0060668,Marat/Sade,Peter Brook
tt0060675,Il maschio e la femmina,Jean-Luc Godard
tt0060676,Matchless,Alberto Lattuada
tt0060681,Maya,John Berry
tt0060689,Mera Saaya,Raj Khosla
tt0060697,1000 dollari sul nero,Alberto Cardone
tt0060698,Min søsters børn,Annelise Reenberg
tt0060701,Miss Muerte,Jesús Franco
tt0060704,Missione speciale Lady Chaplin,"""Alberto De Martino, Sergio Grieco"""
tt0060708,Modesty Blaise: La bellissima che uccide,Joseph Losey
tt0060711,Da un momento all'altro,Mervyn LeRoy
tt0060714,Morgan matto da legare,Karel Reisz
tt0060716,Il mostro di Venezia,Dino Tavella
tt0060718,Mucedníci lásky,Jan Nemec
tt0060720,Mudar de Vida,Paulo Rocha
tt0060722,La morte di un burocrate,Tomás Gutiérrez Alea
tt0060726,La dolce vita... non piace ai mostri,Earl Bellamy
tt0060728,Matt Helm... non perdona!,Henry Levin
tt0060733,Naboerne,Bent Christensen
tt0060736,La preda nuda,Cornel Wilde
tt0060737,"""Namu, the Killer Whale""",Laslo Benedek
tt0060740,Giochi di notte,Mai Zetterling
tt0060741,The Navy vs. the Night Monsters,"""Michael A. Hoey, Jon Hall"""
tt0060742,Nayak,Satyajit Ray
tt0060747,Neulovimye mstiteli,Edmond Keosayan
tt0060749,I Nibelunghi,Harald Reinl
tt0060750,"""Die Nibelungen, Teil 2 - Kriemhilds Rache""",Harald Reinl
tt0060753,Night Train to Mundo Fine,Coleman Francis
tt0060754,La valle dell'orso,Joseph Pevney
tt0060758,La nera di...,Ousmane Sembene
tt0060760,Due assi nella manica,Norman Panama
tt0060761,The Notorious Daughter of Fanny Hill,Peter Perry Jr.
tt0060770,Návrat ztraceného syna,Evald Schorm
tt0060771,"""O dwóch takich, co ukradli ksiezyc""",Jan Batory
tt0060773,Obiettivo 500 milioni,Pierre Schoendoerffer
tt0060777,Ognuno per sé,Giorgio Capitani
tt0060782,Un milione di anni fa,Don Chaffey
tt0060783,Una spia di troppo,Joseph Sargent
tt0060784,La spia che non fece ritorno,E. Darrell Hallenbeck
tt0060786,Onna no naka ni iru tanin,Mikio Naruse
tt0060787,Onna no mizûmi,Yoshishige Yoshida
tt0060789,Operazione Goldman,Antonio Margheriti
tt0060794,Operazione paura,Mario Bava
tt0060798,Orlovi rano lete,Soja Jovanovic
tt0060801,Tramonto di un idolo,Russell Rouse
tt0060802,Treni strettamente sorvegliati,Jirí Menzel
tt0060809,Come utilizzare la garconniere,Brian G. Hutton
tt0060813,L'ombrellone,Dino Risi
tt0060814,Parigi brucia?,René Clément
tt0060816,The Party's Over,Guy Hamilton
tt0060818,"""Penelope, la magnifica ladra""",Arthur Hiller
tt0060827,Persona,Ingmar Bergman
tt0060831,La bambola di pezza,Bert I. Gordon
tt0060841,La lunga notte dell'orrore,John Gilling
tt0060842,I dominatori della prateria,David Lowell Rich
tt0060845,Playgirl,Will Tremper
tt0060847,Ceneri sulla grande armata,Andrzej Wajda
tt0060848,Il papavero è anche un fiore,Terence Young
tt0060852,Prawo i piesc,"""Jerzy Hoffman, Edward Skórzewski"""
tt0060853,The Bounty Killer,Eugenio Martín
tt0060857,Press for Time,Robert Asher
tt0060862,I professionisti,Richard Brooks
tt0060863,Spogliarello per una vedova,Arthur Hiller
tt0060865,Il lungo coltello di Londra,"""Werner Jacobs, John Llewellyn Moxey"""
tt0060866,La bambola di cera,Freddie Francis
tt0060867,Shokei no shima,Masahiro Shinoda
tt0060872,Le père Noël a les yeux bleus,Jean Eustache
tt0060877,Queen of Blood,Curtis Harrington
tt0060879,"""Qui êtes-vous, Polly Maggoo?""",William Klein
tt0060880,Quiller Memorandum,Michael Anderson
tt0060882,48 ore per non morire,Gilberto Gazcón
tt0060884,Rancho bravo,Andrew V. McLaglen
tt0060891,"""Suzanne Simonin, la religiosa di Diderot""",Jacques Rivette
tt0060893,La morte arriva strisciando,John Gilling
tt0060897,Il ritorno dei magnifici sette,Burt Kennedy
tt0060899,El Tigre,Bernard McEveety
tt0060901,Ringo del Nebraska,"""Antonio Román, Mario Bava"""
tt0060903,Il ritorno di Ringo,Duccio Tessari
tt0060908,Tutti pazzi meno io,Philippe de Broca
tt0060910,Romance pro kridlovku,Otakar Vávra
tt0060911,Romeo and Juliet,Paul Czinner
tt0060912,Rondo,Zvonimir Berkovic
tt0060921,"""Arrivano i Russi, arrivano i Russi""",Norman Jewison
tt0060926,009 Joe Tempesta,Yûgo Serikawa
tt0060934,Quelli della San Pablo,Robert Wise
tt0060936,The Sandwich Man,Robert Hartford-Davis
tt0060938,Santo el Enmascarado de Plata vs 'La invasión de los marcianos',Alfredo B. Crevenna
tt0060942,El Cjorro,Hugo Fregonese
tt0060944,Le scandale - Delitti e champagne,Claude Chabrol
tt0060951,A Scream in the Streets,"""Carl Monson, Dwayne Avery"""
tt0060955,Operazione diabolica,John Frankenheimer
tt0060956,New York chiama Superdrago,Giorgio Ferroni
tt0060959,Le margheritine,Vera Chytilová
tt0060968,Shanty Tramp,Joseph G. Prieto
tt0060978,7 dollari sul rosso,Alberto Cardone
tt0060980,Matt Helm il silenziatore,Phil Karlson
tt0060983,Dominique,Henry Koster
tt0060989,Skvernyy anekdot,"""Aleksandr Alov, Vladimir Naumov"""
tt0060991,Slå først Frede!,Erik Balling
tt0060993,Fumo di Londra,Alberto Sordi
tt0060994,Smoky,George Sherman
tt0061000,Il più grande colpo del secolo,Jean Delannoy
tt0061005,La Sorella di Satana,Michael Reeves
tt0061008,"""Spara forte, più forte... non capisco!""",Eduardo De Filippo
tt0061014,Le spie vengono dal semifreddo,Mario Bava
tt0061015,Voglio sposarle tutte,Norman Taurog
tt0061017,La traccia delle pietre,Frank Beyer
tt0061020,La spia dal cappello verde,Joseph Sargent
tt0061022,La spia dal naso freddo,Daniel Petrie
tt0061024,I 9 di Dryfork City,Gordon Douglas
tt0061028,Starshaya sestra,Georgi Natanson
tt0061029,Happy End,Oldrich Lipský
tt0061034,Stop the World: I Want to Get Off,Philip Saville
tt0061036,La strega in amore,Damiano Damiani
tt0061037,Le streghe,"""Mauro Bolognini, Vittorio De Sica"""
tt0061038,Su excelencia,Miguel M. Delgado
tt0061040,Sugar Colt,Franco Giraldi
tt0061042,Fame,Henning Carlsen
tt0061045,Superseven chiama Cairo,Umberto Lenzi
tt0061046,Suraj,T. Prakash Rao
tt0061047,"""Surcouf, l'eroe dei sette mari""","""Sergio Bergonzelli, Roy Rowland"""
tt0061049,Svegliati e uccidi,Carlo Lizzani
tt0061052,La ragazza yè yè,George Sidney
tt0061055,Il letto della sorella,Vilgot Sjöman
tt0061056,Szyfry,Wojciech Has
tt0061057,Cheyenne il figlio del serpente,Josef Mach
tt0061059,Embrione,Kôji Wakamatsu
tt0061060,Take Me Naked,"""Michael Findlay, Roberta Findlay"""
tt0061067,Tarzan nella valle dell'oro,Robert Day
tt0061069,Tatsu no ko Tarô,"""Kirio Urayama, Peter Fernandez"""
tt0061070,Teenage Gang Debs,Sande N. Johnsen
tt0061071,Teenage Mother,Jerry Gross
tt0061072,Teesri Kasam,Basu Bhattacharya
tt0061073,Teesri Manzil,Vijay Anand
tt0061074,Le colt cantarono la morte e fu... tempo di massacro,Lucio Fulci
tt0061075,Dieci piccoli indiani,George Pollock
tt0061076,Un avventuriero a Tahiti,Jean Becker
tt0061080,Texas oltre il fiume,Michael Gordon
tt0061081,Ringo il Texano,Lesley Selander
tt0061084,Oi voskoi,Nikos Papatakis
tt0061085,Sua maestà non concilia,Cliff Owen
tt0061087,Sono strana gente,Michael Powell
tt0061089,Questa ragazza è di tutti,Sydney Pollack
tt0061093,3 sul divano,Jerry Lewis
tt0061094,Thunderbirds: i cavalieri dello spazio,David Lane
tt0061095,La tigre profumata alla dinamite,Claude Chabrol
tt0061097,Tjorven och Mysak,Olle Hellbom
tt0061098,Spionaggio a Washington,Don Medford
tt0061103,Il grande colpo di Surcouf,"""Sergio Bergonzelli, Roy Rowland"""
tt0061107,Il sipario strappato,Alfred Hitchcock
tt0061113,Trans-Europ-Express,Alain Robbe-Grillet
tt0061115,I pionieri dell'ultima frontiera,Sidney Hayers
tt0061121,Tri tolstyaka,"""Aleksey Batalov, Iosif Shapiro"""
tt0061122,Guai con gli angeli,Ida Lupino
tt0061123,Commandos in azione,Menahem Golan
tt0061124,La grande sfida a Scotland Yard,Cyril Frankel
tt0061132,Uccellacci e uccellini,Pier Paolo Pasolini
tt0061135,4 bassotti per 1 danese,Norman Tokar
tt0061136,Ukamau,Jorge Sanjinés
tt0061138,"""Un uomo, una donna""",Claude Lelouch
tt0061140,The Undertaker and His Pals,T.L.P. Swicegood
tt0061144,Gli uomini dal passo pesante,"""Albert Band, Mario Sequi"""
tt0061146,Utószezon,Zoltán Fábri
tt0061152,Viva Gringo,Georg Marischka
tt0061157,La vita agra,Carlo Lizzani
tt0061162,L'incendio di Mosca,Sergey Bondarchuk
tt0061164,La voleuse,Jean Chapot
tt0061165,Destinazione marciapiede,Denys de La Patellière
tt0061167,Vrah skrývá tvár,Petr Schulhoff
tt0061169,Waco una pistola infallibile,R.G. Springsteen
tt0061170,"""Cammina, non correre""",Charles Walters
tt0061173,Stazione luna,Gordon Douglas
tt0061176,"""Papà, Ma che cosa hai fatto in guerra?""",Blake Edwards
tt0061177,"""Che fai, rubi?""","""Woody Allen, Senkichi Taniguchi"""
tt0061180,Bisbigli,Bryan Forbes
tt0061181,The White Bus,Lindsay Anderson
tt0061184,Chi ha paura di Virginia Woolf?,Mike Nichols
tt0061189,I selvaggi,Roger Corman
tt0061191,The Wild World of Batwoman,Jerry Warren
tt0061196,Krylya,Larisa Shepitko
tt0061197,Il giorno più lungo di Kansas City,Harald Philipp
tt0061198,Tempesta alla frontiera,Alfred Vohrer
tt0061203,Le donne del pianeta preistorico,Arthur C. Pierce
tt0061204,La cassa sbagliata,Bryan Forbes
tt0061207,Yngsjömordet,Arne Mattsson
tt0061208,Yotsuya kaidan,Shirô Toyoda
tt0061209,"""Buttati, Bernardo!""",Francis Ford Coppola
tt0061220,"""Dio, come ti amo!""",Miguel Iglesias
tt0061224,Åsa-Nisse i raketform,Ragnar Frisk
tt0061313,"""10,000 dollari per un massacro""",Romolo Guerrieri
tt0061320,A ciascuno il suo,Elio Petri
tt0061324,Operazione San Pietro,Lucio Fulci
tt0061328,L'incidente,Joseph Losey
tt0061329,The Acid Eaters,Byron Mabe
tt0061333,Un maggiordomo nel Far West,James Neilson
tt0061334,Cowboy in Africa,Andrew Marton
tt0061339,Agente speciale L.K.,Jesús Franco
tt0061343,Alexandre... un uomo felice,Yves Robert
tt0061345,All the Sins of Sodom,Joseph W. Sarno
tt0061350,El amor brujo,Francisco Rovira Beleta
tt0061357,Angelica e il gran sultano,Bernard Borderie
tt0061359,Anna Karenina,Aleksandr Zarkhi
tt0061365,Arabella,Mauro Bolognini
tt0061369,Asterix il gallico,Ray Goossens
tt0061372,Autopsia de un fantasma,Ismael Rodríguez
tt0061376,I tre avventurieri,Robert Enrico
tt0061377,L'avventuriero,Terence Young
tt0061380,La donna del West,Andrew V. McLaglen
tt0061381,Ballata per un pistolero,Alfio Caltabiano
tt0061383,Il club degli intrighi,Ron Winston
tt0061385,A piedi nudi nel parco,Gene Saks
tt0061387,Battle Beneath the Earth,Montgomery Tully
tt0061389,Spiaggia rossa,Cornel Wilde
tt0061391,Il mio amico il diavolo,Stanley Donen
tt0061395,Bella di giorno,Luis Buñuel
tt0061397,Bersaglio mobile,Sergio Corbucci
tt0061398,Il cerchio di sangue,Jim O'Connolly
tt0061401,Il ciarlatano,Jerry Lewis
tt0061404,Bill il taciturno,Massimo Pupillo
tt0061405,Il cervello da un miliardo di dollari,Ken Russell
tt0061408,Blast-Off Girls,Herschell Gordon Lewis
tt0061409,L'artiglio blu,"""Alfred Vohrer, Samuel M. Sherman"""
tt0061411,Il mostro di sangue,Vernon Sewell
tt0061412,Il castello di Dracula,"""Al Adamson, Don Hulette"""
tt0061414,Il magnifico Bobo,Robert Parrish
tt0061418,Gangster Story,Arthur Penn
tt0061420,Violence,Tom Laughlin
tt0061424,Brighty of the Grand Canyon,Norman Foster
tt0061428,Budjenje pacova,Zivojin Pavlovic
tt0061429,Quién sabe?,Damiano Damiani
tt0061431,Un vestito per un cadavere,William Castle
tt0061432,"""Küss mich, Monster""",Jesús Franco
tt0061433,C'era una volta,Francesco Rosi
tt0061439,Camelot,Joshua Logan
tt0061445,Intrigo a Cape Town,Robert D. Webb
tt0061447,Caprice la cenere che scotta,Frank Tashlin
tt0061448,Carmen Baby,Radley Metzger
tt0061450,Carry On Doctor,Gerald Thomas
tt0061451,Le false vergini,"""Jeremy Summers, Hans Billian"""
tt0061452,James Bond 007 - Casino Royale,"""Val Guest, Ken Hughes"""
tt0061453,"""Rote Lippen, Sadisterotica""",Jesús Franco
tt0061456,Catalina Caper,Lee Sholem
tt0061458,Per il gusto di uccidere,Tonino Valerii
tt0061465,Chelsea Girls,"""Paul Morrissey, Andy Warhol"""
tt0061473,La cinese,Jean-Luc Godard
tt0061474,Chiriyakhana,Satyajit Ray
tt0061477,Vivere da vigliacchi morire da eroi,Gordon Douglas
tt0061483,La Cina è vicina,Marco Bellocchio
tt0061489,Miliardario... ma bagnino,Arthur H. Nadel
tt0061493,Col cuore in gola,Tinto Brass
tt0061494,El coleccionista de cadáveres,"""Santos Alcocer, Edward Mann"""
tt0061495,La collezionista,Éric Rohmer
tt0061497,...e venne l'ora della vendetta,José Briz Méndez
tt0061500,Come rubare la corona d'Inghilterra,Sergio Grieco
tt0061502,I commedianti,Peter Glenville
tt0061504,How Much Loving Does a Normal Couple Need?,Russ Meyer
tt0061512,Nick mano fredda,Stuart Rosenberg
tt0061514,The Cool Ones,Gene Nelson
tt0061515,Uno sconosciuto in casa,Pierre Rouve
tt0061516,L'assassino ha le ore contate,Yves Boisset
tt0061520,L'ossessione del mostro,Robert Hartford-Davis
tt0061522,Cottonpickin' Chickenpickers,Larry E. Jackson
tt0061523,La contessa di Hong Kong,Charles Chaplin
tt0061525,L'uomo che uccise il suo carnefice,Lamont Johnson
tt0061529,Creature of Destruction,Larry Buchanan
tt0061536,Silenzio e grido,Miklós Jancsó
tt0061537,L'armata a cavallo,Miklós Jancsó
tt0061541,"""Ringo, il volto della vendetta""",Mario Caiano
tt0061547,Da ci ke,Cheh Chang
tt0061549,Yongary il più grande mostro,Ki-duk Kim
tt0061550,Gappa il mostro che minaccia il mondo,Hiroshi Noguchi
tt0061553,Il giorno in cui i pesci uscirono dal mare,Michael Cacoyannis
tt0061556,Chiamata per il morto,Sidney Lumet
tt0061557,Il mistero dell'isola dei gabbiani,Freddie Francis
tt0061561,Indecent Desires,Doris Wishman
tt0061563,El desperado,Franco Rossetti
tt0061565,Facce senza Dio,Daniel Haller
tt0061568,Diabolicamente tua,Julien Duvivier
tt0061572,Joe l'implacabile,Antonio Margheriti
tt0061574,Dio li crea... Io li ammazzo!,Paolo Bianchini
tt0061575,Dio non paga il sabato,Tanio Boccia
tt0061576,Dio perdona... Io no!,Giuseppe Colizzi
tt0061578,Quella sporca dozzina,Robert Aldrich
tt0061581,Divorzio all'americana,Bud Yorkin
tt0061582,Django spara per primo,Alberto De Martino
tt0061584,Il favoloso dottor Dolittle,Richard Fleischer
tt0061585,Il mondo è pieno... di papà,Peter Tewksbury
tt0061587,Navajo Joe,Sergio Corbucci
tt0061590,"""Piano, piano non t'agitare!""",Alexander Mackendrick
tt0061591,"""Non alzare il ponte, abbassa il fiume""",Jerry Paris
tt0061592,Doomsday Machine,"""Harry Hope, Lee Sholem"""
tt0061594,Doppio bersaglio,Franklin J. Schaffner
tt0061595,"""Fermi tutti, cominciamo daccapo!""",Norman Taurog
tt0061597,Mantieni l'odio per la tua vendetta,Cheh Chang
tt0061599,Due marines e un generale,Luigi Scattini
tt0061605,Il vergine,Jerzy Skolimowski
tt0061610,"""3 fusti, 2 bambole e... 1 tesoro""",John Rich
tt0061611,Eat Your Makeup,John Waters
tt0061613,Edipo Re,Pier Paolo Pasolini
tt0061617,Otto in fuga,George Marshall
tt0061619,El Dorado,Howard Hawks
tt0061620,Elvira Madigan,Bo Widerberg
tt0061626,Enter Laughing,Carl Reiner
tt0061627,Entre la mer et l'eau douce,Michel Brault
tt0061633,El extraño viaje,Fernando Fernán Gómez
tt0061634,Cerimonia per un delitto,J. Lee Thompson
tt0061636,Faccia a faccia,Sergio Sollima
tt0061643,Il paese incantato,Alejandro Jodorowsky
tt0061646,I fantastici 3 $upermen,Gianfranco Parolini
tt0061647,Agli ordini del fuhrer e al servizio di sua maestà,Terence Young
tt0061648,Via dalla pazza folla,John Schlesinger
tt0061652,The Fastest Guitar Alive,Michael D. Moore
tt0061653,Fathom: bella intrepida e spia,Leslie H. Martinson
tt0061654,Fearless Frank,Philip Kaufman
tt0061655,"""Per favore, non mordermi sul collo!""",Roman Polanski
tt0061656,La feldmarescialla,Steno
tt0061662,L'organizzazione ringrazia firmato il Santo,Roy Ward Baker
tt0061664,Il figlio di Django,Osvaldo Civirani
tt0061667,Non c'è posto per i vigliacchi,Christian Nyby
tt0061668,Il fischio al naso,Ugo Tognazzi
tt0061669,Ladri sprint,Delbert Mann
tt0061670,I cinque draghi d'oro,Jeremy Summers
tt0061671,Five the Hard Way,Gus Trikonis
tt0061675,Honô to onna,Yoshishige Yoshida
tt0061680,Follow That Camel,Gerald Thomas
tt0061683,La maledizione dei Frankenstein,Terence Fisher
tt0061693,Attentato ai tre grandi,Umberto Lenzi
tt0061695,Gamera contro il mostro Gaos,"""Noriaki Yuasa, Shigeo Tanaka"""
tt0061696,Assassinio al terzo piano,Curtis Harrington
tt0061703,Il gigante buono,James Neilson
tt0061706,Il giardino delle delizie,Silvano Agosti
tt0061709,I giorni dell'ira,Tonino Valerii
tt0061710,I giorni della violenza,Alfonso Brescia
tt0061714,Anime nere,Anthony M. Lanza
tt0061715,The Gnome-Mobile,Robert Stevenson
tt0061719,Good Morning... and Goodbye!,Russ Meyer
tt0061720,Good Times,William Friedkin
tt0061722,Il laureato,Mike Nichols
tt0061726,Il grande colpo dei 7 uomini d'oro,Marco Vicario
tt0061728,Chi ha rubato il presidente?,Jacques Besnard
tt0061729,Femmina,Georges Lautner
tt0061733,The Gruesome Twosome,Herschell Gordon Lewis
tt0061735,Indovina chi viene a cena?,Stanley Kramer
tt0061736,Una guida per l'uomo sposato,Gene Kelly
tt0061738,Sparatorie ad Abilene,William Hale
tt0061739,Peter Gunn: 24 ore per l'assassino,Blake Edwards
tt0061742,Lo squattrinato,George Sidney
tt0061744,Hamraaz,B.R. Chopra
tt0061747,Impiccalo più in alto,Ted Post
tt0061748,Cominciò per gioco...,Elliot Silverstein
tt0061749,Il più felice dei miliardari,Norman Tokar
tt0061752,Hasta el viento tiene miedo,Carlos Enrique Taboada
tt0061754,"""Nanami, First Love""",Susumu Hani
tt0061755,Die Heiden von Kummerow und ihre lustigen Streiche,Werner Jacobs
tt0061756,Heißer Sommer,Joachim Hasler
tt0061757,Hell on Wheels,Will Zens
tt0061758,Angeli dell'inferno sulle ruote,Richard Rush
tt0061759,The Hellcats,Robert F. Slatzer
tt0061761,Herostratus,Don Levy
tt0061762,Herrliche Zeiten im Spessart,Kurt Hoffmann
tt0061765,Hillbillys in a Haunted House,Jean Yarbrough
tt0061770,Hombre,Martin Ritt
tt0061773,Per pochi dollari ancora,Giorgio Ferroni
tt0061780,Masquerade,Joseph L. Mankiewicz
tt0061781,Al fuoco pompieri!,Milos Forman
tt0061782,The Hostage,Russell S. Doughten Jr.
tt0061783,Agguato nel sole,R.G. Springsteen
tt0061784,52 miglia di terrore,John Brahm
tt0061785,Hot Thrills and Warm Chills,Dale Berry
tt0061786,Intrighi al Grand Hotel,Richard Quine
tt0061787,L'ora delle pistole,John Sturges
tt0061789,Come ho vinto la guerra,Richard Lester
tt0061791,Come far carriera senza lavorare,David Swift
tt0061793,Ugo e Josefin,Kjell Grede
tt0061795,Giallo cobra,Alfred Vohrer
tt0061796,E venne la notte,Otto Preminger
tt0061800,Il sigillo di Pechino,James Hill
tt0061801,Il complesso del sesso,Michael Winner
tt0061802,Ich war neunzehn,Konrad Wolf
tt0061805,Il teschio di Londra,Alfred Vohrer
tt0061806,Im Schloß der blutigen Begierde,Adrian Hoven
tt0061808,L'immorale,Pietro Germi
tt0061809,A sangue freddo,Richard Brooks
tt0061810,A noi piace Flint,Gordon Douglas
tt0061811,La calda notte dell'ispettore Tibbs,Norman Jewison
tt0061814,New York: ore tre - L'ora dei vigliacchi,Larry Peerce
tt0061819,L'indomabile Angelica,Bernard Borderie
tt0061824,Island of the Lost,John Florea
tt0061826,It!,Herbert J. Leder
tt0061827,It's a Bikini World,Stephanie Rothman
tt0061828,Un italiano in America,Alberto Sordi
tt0061829,Addio Lara,Robert Hossein
tt0061831,La gang dei diamanti,Don Taylor
tt0061832,6 pallottole per 6 carogne,Robert D. Webb
tt0061833,"""Inga, io ho voglia...""",Joseph W. Sarno
tt0061834,Io sono curiosa,Vilgot Sjöman
tt0061841,Gioco di massacro,Alain Jessua
tt0061842,Jewel Thief,Vijay Anand
tt0061846,Johnny Yuma,Romolo Guerrieri
tt0061847,L'ultimo samurai,Masaki Kobayashi
tt0061850,Viaggio al centro del tempo,David L. Hewitt
tt0061851,Jowita,Janusz Morgenstern
tt0061852,Il libro della giungla,"""Wolfgang Reitherman, James Algar"""
tt0061854,Jutro l'alba di un giorno,Mladomir 'Purisa' Djordjevic
tt0061855,Kad budem mrtav i beo,Zivojin Pavlovic
tt0061856,Il figlio di Godzilla,Jun Fukuda
tt0061858,Gli assassini del karatè,Barry Shear
tt0061864,"""Killer, adios""",Primo Zeglio
tt0061865,Killer calibro 32,Alfonso Brescia
tt0061867,Il pirata del re,Don Weis
tt0061868,King Kong - Il gigante della foresta,Ishirô Honda
tt0061870,Kiss Kiss... Bang Bang,Duccio Tessari
tt0061876,La commissaria,Aleksandr Askoldov
tt0061878,Strategic command chiama Jo Walker,"""Rudolf Zehetgruber, Gianfranco Parolini"""
